Pager usage is off.
Timing is on.
 l_orderkey |   revenue   | o_orderdate | o_shippriority 
    1650560 |  31044.0600 | 1994-12-05  |              0
      76770 |  31037.4500 | 1994-12-10  |              0
    1786694 |  31037.2920 | 1995-01-28  |              0
    5260071 |  30970.1988 | 1995-02-28  |              0
    3852550 |  30969.9180 | 1995-01-31  |              0
    1218913 |  30958.4327 | 1995-03-08  |              0
    2543969 |  30937.4472 | 1994-11-18  |              0
    5813062 |  30919.6888 | 1995-02-02  |              0
    1413637 |  30913.3440 | 1995-02-19  |              0
    3313092 |  30889.4754 | 1994-12-10  |              0
      40000 |  30887.7120 | 1995-01-30  |              0
    2014467 |  30825.0360 | 1995-01-20  |              0
    3918595 |  30821.5407 | 1995-01-16  |              0
     524935 |  30819.4470 | 1995-03-07  |              0
     566369 |  30807.5224 | 1994-12-28  |              0
    4707014 |  30805.4037 | 1995-02-03  |              0
     130371 |  30802.3209 | 1994-12-18  |              0
    4355236 |  30798.8233 | 1995-02-26  |              0
    1445633 |  30761.2032 | 1995-02-15  |              0
    4195265 |  30752.6298 | 1995-01-20  |              0
    5466976 |  30737.3484 | 1995-01-28  |              0
     967714 |  30704.5440 | 1994-12-28  |              0
    3159361 |  30699.9882 | 1995-02-28  |              0
    1442053 |  30695.2386 | 1995-01-13  |              0
    2650758 |  30688.6540 | 1994-12-30  |              0
      70692 |  30650.0684 | 1994-12-27  |              0
     604389 |  30628.0600 | 1995-01-13  |              0
    5688740 |  30605.6304 | 1995-03-13  |              0
    1567719 |  30598.4800 | 1994-12-24  |              0
    2548704 |  30585.5550 | 1995-01-11  |              0
    5732000 |  30581.0200 | 1994-11-23  |              0
    5636903 |  30553.0995 | 1994-12-08  |              0
    1109505 |  30534.4712 | 1995-02-28  |              0
    5454305 |  30523.0094 | 1995-02-12  |              0
    1047559 |  30520.9179 | 1995-02-17  |              0
    1413440 |  30513.9380 | 1994-12-24  |              0
    2790880 |  30502.9891 | 1995-03-11  |              0
    5418560 |  30501.0684 | 1994-12-29  |              0
    3641572 |  30485.9674 | 1995-02-22  |              0
    1501571 |  30483.6189 | 1995-01-24  |              0
    4799943 |  30480.7690 | 1994-11-30  |              0
    3941477 |  30480.4500 | 1995-02-18  |              0
    4310080 |  30471.8544 | 1995-01-07  |              0
    2127777 |  30460.9600 | 1995-02-06  |              0
    5197764 |  30453.2564 | 1995-02-10  |              0
    5237924 |  30442.8488 | 1995-02-25  |              0
    1882116 |  30423.0024 | 1994-12-31  |              0
     454467 |  30411.8750 | 1994-12-05  |              0
    5082243 |  30407.5620 | 1994-11-27  |              0
    4833703 |  30397.5936 | 1994-11-17  |              0
    1819489 |  30393.9200 | 1994-12-05  |              0
    2461827 |  30376.5936 | 1994-12-24  |              0
    2174817 |  30370.1568 | 1994-11-22  |              0
    2133312 |  30359.8800 | 1995-01-17  |              0
    5081443 |  30358.9512 | 1995-02-17  |              0
    1288195 |  30357.7560 | 1995-03-09  |              0
    4749345 |  30356.0580 | 1995-01-29  |              0
    4600259 |  30354.7660 | 1995-02-03  |              0
    5288675 |  30340.3676 | 1995-01-08  |              0
    2326306 |  30314.5218 | 1995-01-24  |              0
    3752928 |  30304.0500 | 1995-02-14  |              0
    1610406 |  30298.5620 | 1995-02-11  |              0
    2973926 |  30298.4216 | 1995-01-20  |              0
    2819968 |  30294.8848 | 1995-03-12  |              0
    1052897 |  30292.6120 | 1995-01-10  |              0
    1753729 |  30262.3290 | 1994-12-19  |              0
    1818662 |  30241.6200 | 1995-01-23  |              0
    5419814 |  30189.0240 | 1994-12-27  |              0
    2727719 |  30186.6580 | 1994-12-28  |              0
    2177474 |  30175.2357 | 1994-12-18  |              0
    5340736 |  30169.2150 | 1994-12-03  |              0
    2074690 |  30164.3810 | 1995-01-03  |              0
     291010 |  30154.6000 | 1994-11-21  |              0
    5463136 |  30127.0560 | 1994-12-18  |              0
    3187648 |  30118.3104 | 1994-12-29  |              0
    1722145 |  30107.3640 | 1995-03-10  |              0
     773441 |  30104.2302 | 1994-12-24  |              0
    5840514 |  30032.4570 | 1995-01-16  |              0
    1133923 |  30032.0388 | 1994-12-17  |              0
    1045441 |  30016.9296 | 1995-02-11  |              0
     963591 |  30015.6000 | 1994-12-20  |              0
    3824899 |  30003.0000 | 1995-02-06  |              0
     907750 |  29997.7524 | 1995-01-05  |              0
    4306529 |  29987.9244 | 1995-01-05  |              0
    2811203 |  29979.8460 | 1994-12-17  |              0
     815463 |  29976.5900 | 1994-12-04  |              0
    3421090 |  29969.3150 | 1994-12-18  |              0
    3856166 |  29968.1746 | 1995-01-24  |              0
    2786371 |  29952.0572 | 1995-03-10  |              0
    2884770 |  29942.8707 | 1994-11-23  |              0
    1348421 |  29929.2084 | 1994-12-23  |              0
    3042563 |  29926.5696 | 1994-12-26  |              0
    3083463 |  29925.9400 | 1994-11-22  |              0
    3505411 |  29921.2000 | 1995-01-19  |              0
    5661351 |  29920.2552 | 1994-12-21  |              0
    2917187 |  29916.8142 | 1995-01-10  |              0
    4255367 |  29899.8801 | 1995-01-22  |              0
    5694818 |  29888.1396 | 1994-12-30  |              0
    5180896 |  29876.5880 | 1994-12-19  |              0
      66434 |  29867.6707 | 1995-01-10  |              0
     788192 |  29860.0144 | 1994-11-28  |              0
     231399 |  29851.2456 | 1994-12-14  |              0
    3890752 |  29840.3196 | 1995-02-12  |              0
    4773187 |  29839.3920 | 1994-12-02  |              0
    3204353 |  29822.9700 | 1994-12-02  |              0
     121760 |  29810.4840 | 1995-02-20  |              0
    4467236 |  29808.3400 | 1994-11-30  |              0
    3831427 |  29790.7500 | 1994-12-05  |              0
    2352161 |  29769.9402 | 1995-01-23  |              0
    1879975 |  29748.4330 | 1995-02-08  |              0
    3425411 |  29746.0800 | 1994-12-30  |              0
    2858529 |  29743.6500 | 1995-02-12  |              0
    3220902 |  29735.4399 | 1995-03-12  |              0
     265763 |  29725.1150 | 1994-12-28  |              0
    2581414 |  29718.0342 | 1995-02-24  |              0
    1046432 |  29716.7125 | 1995-02-18  |              0
    5641989 |  29703.0878 | 1994-12-04  |              0
    3765638 |  29696.0000 | 1995-01-15  |              0
    3427396 |  29672.0340 | 1995-03-04  |              0
    4412934 |  29665.1952 | 1995-01-26  |              0
    3164385 |  29656.0818 | 1994-12-28  |              0
    3176869 |  29641.7576 | 1994-12-13  |              0
    1893410 |  29630.5600 | 1995-03-04  |              0
     205442 |  29606.4000 | 1995-02-04  |              0
       2114 |  29584.0636 | 1995-01-16  |              0
    3984866 |  29575.2765 | 1995-02-09  |              0
     266948 |  29562.5275 | 1994-12-22  |              0
    1284449 |  29550.1656 | 1995-02-03  |              0
    4443269 |  29539.9680 | 1995-01-02  |              0
    5135173 |  29521.9340 | 1994-12-01  |              0
    3605600 |  29519.9580 | 1994-11-29  |              0
    1901152 |  29448.7380 | 1994-12-17  |              0
    3829888 |  29443.2840 | 1995-01-10  |              0
     148355 |  29438.6016 | 1995-01-18  |              0
    5431559 |  29438.2452 | 1994-12-07  |              0
     682784 |  29417.3105 | 1995-03-09  |              0
    4451589 |  29412.0188 | 1994-12-05  |              0
    4158276 |  29403.0009 | 1994-12-04  |              0
    5417060 |  29395.8352 | 1995-02-26  |              0
    4346049 |  29389.2570 | 1995-02-05  |              0
    5168257 |  29378.4660 | 1994-12-03  |              0
    2759302 |  29375.4548 | 1994-12-18  |              0
    5494470 |  29363.1156 | 1995-01-04  |              0
    4331235 |  29346.9084 | 1994-12-07  |              0
    2506947 |  29345.2614 | 1994-12-14  |              0
    5795655 |  29342.8800 | 1994-12-04  |              0
    1414720 |  29339.1280 | 1994-12-24  |              0
     793541 |  29321.2080 | 1995-01-16  |              0
    2489956 |  29312.6400 | 1995-02-21  |              0
    4126598 |  29310.8544 | 1994-12-08  |              0
    1778049 |  29305.7856 | 1995-01-28  |              0
    5973700 |  29271.0105 | 1995-02-11  |              0
    3902343 |  29252.9200 | 1995-02-19  |              0
    2159168 |  29246.9232 | 1995-01-14  |              0
    5162950 |  29243.6256 | 1994-12-16  |              0
    5569062 |  29240.1564 | 1995-03-03  |              0
    1575973 |  29236.0728 | 1995-01-30  |              0
    1199302 |  29228.6904 | 1995-01-23  |              0
    4829539 |  29197.0464 | 1994-12-15  |              0
    3556324 |  29182.7304 | 1995-03-14  |              0
     794113 |  29168.7984 | 1994-12-03  |              0
     755139 |  29165.5320 | 1995-01-01  |              0
    3309125 |  29153.0106 | 1994-12-18  |              0
    2404741 |  29149.7760 | 1995-03-07  |              0
     788353 |  29139.5280 | 1995-03-07  |              0
    1736608 |  29128.8928 | 1995-01-17  |              0
    1700481 |  29119.7800 | 1995-01-15  |              0
    3299587 |  29109.2736 | 1995-01-28  |              0
    5445988 |  29088.4176 | 1995-01-18  |              0
    5993989 |  29080.8320 | 1995-03-03  |              0
     977827 |  29034.6784 | 1995-01-15  |              0
    5691619 |  29008.2240 | 1995-02-26  |              0
    3863939 |  29000.4246 | 1994-11-26  |              0
     439046 |  28980.5760 | 1995-01-30  |              0
    4507936 |  28977.2230 | 1994-11-23  |              0
     943170 |  28972.1432 | 1995-01-04  |              0
    4605346 |  28961.3060 | 1995-02-04  |              0
    1822340 |  28949.5008 | 1995-02-14  |              0
    4620966 |  28946.4658 | 1994-12-21  |              0
    5745991 |  28938.3680 | 1995-01-25  |              0
    2389280 |  28907.0877 | 1995-01-30  |              0
    1855110 |  28900.9800 | 1995-01-31  |              0
    5879970 |  28893.5936 | 1995-01-29  |              0
    5254274 |  28891.1784 | 1994-12-31  |              0
     816197 |  28888.4560 | 1995-01-04  |              0
    2916931 |  28882.2600 | 1995-02-12  |              0
    3093378 |  28872.3912 | 1995-03-02  |              0
    5709184 |  28835.8070 | 1994-12-26  |              0
    2641985 |  28830.4200 | 1994-12-26  |              0
    5842630 |  28820.1132 | 1995-01-19  |              0
    2361792 |  28798.1115 | 1994-12-11  |              0
    2308608 |  28796.0736 | 1995-03-12  |              0
    2703589 |  28793.9860 | 1994-12-10  |              0
    5516836 |  28769.6136 | 1995-01-06  |              0
    3568736 |  28742.3136 | 1994-12-19  |              0
    3028064 |  28693.9827 | 1995-01-18  |              0
    4460164 |  28682.5896 | 1995-01-24  |              0
    4192836 |  28675.3320 | 1994-12-25  |              0
     297766 |  28665.3600 | 1994-12-22  |              0
    1283557 |  28644.5268 | 1994-11-26  |              0
    4731750 |  28627.3764 | 1995-01-28  |              0
    1977478 |  28585.9728 | 1995-02-09  |              0
    1953536 |  28563.7161 | 1994-12-12  |              0
    1026599 |  28554.0255 | 1995-02-17  |              0
    1445283 |  28553.1660 | 1995-01-14  |              0
    3777890 |  28552.9140 | 1995-02-16  |              0
    5617030 |  28538.7483 | 1995-01-06  |              0
      16837 |  28522.9728 | 1995-01-22  |              0
    3557281 |  28484.8956 | 1994-12-05  |              0
    1144384 |  28483.0158 | 1995-01-26  |              0
    4916580 |  28480.0112 | 1995-03-02  |              0
    5572485 |  28443.4500 | 1995-02-11  |              0
    5646566 |  28438.9560 | 1994-12-09  |              0
    2108997 |  28416.6738 | 1995-02-12  |              0
    1767744 |  28407.4752 | 1995-02-07  |              0
    2040167 |  28370.2580 | 1994-12-26  |              0
     233600 |  28346.9673 | 1994-12-20  |              0
    2861412 |  28331.2575 | 1995-01-31  |              0
    1619617 |  28323.6480 | 1995-02-08  |              0
    2997318 |  28313.8772 | 1995-01-07  |              0
    4181542 |  28301.5278 | 1994-12-01  |              0
    2846755 |  28301.0700 | 1994-11-29  |              0
    3321575 |  28285.2050 | 1994-12-28  |              0
    3273922 |  28283.7900 | 1994-12-21  |              0
    5511907 |  28268.6985 | 1994-11-24  |              0
    5998051 |  28259.9730 | 1994-11-30  |              0
    5878465 |  28234.0760 | 1995-01-01  |              0
    1438502 |  28225.1764 | 1995-01-03  |              0
    4768833 |  28197.5070 | 1994-12-25  |              0
    4377760 |  28188.6874 | 1995-02-18  |              0
    5162115 |  28177.1520 | 1994-12-22  |              0
    3183202 |  28150.5792 | 1995-01-20  |              0
    3098342 |  28134.5948 | 1995-01-31  |              0
    1431235 |  28112.1984 | 1994-12-12  |              0
    2053376 |  28104.3418 | 1995-02-10  |              0
    4114595 |  28097.1264 | 1994-11-29  |              0
     904100 |  28093.8176 | 1994-12-15  |              0
     637991 |  28093.5754 | 1995-02-11  |              0
      21824 |  28093.3788 | 1995-02-08  |              0
     255872 |  28087.5724 | 1995-01-06  |              0
    2849893 |  28073.3520 | 1995-03-04  |              0
    1655495 |  28071.7746 | 1995-02-03  |              0
    5639683 |  28012.1296 | 1995-01-24  |              0
    2865703 |  27989.8133 | 1995-01-10  |              0
     807654 |  27988.8336 | 1995-02-04  |              0
    3891682 |  27985.9835 | 1994-12-03  |              0
    4515334 |  27979.5600 | 1994-11-24  |              0
     566753 |  27977.5584 | 1994-12-20  |              0
    3159360 |  27975.5808 | 1995-01-16  |              0
    1694308 |  27968.5250 | 1995-02-02  |              0
    5547525 |  27953.7764 | 1995-01-07  |              0
    2876451 |  27951.4832 | 1995-03-14  |              0
    5264064 |  27931.5270 | 1995-01-03  |              0
    2253440 |  27881.3600 | 1995-01-13  |              0
     118401 |  27853.4256 | 1995-01-20  |              0
    2726020 |  27843.3016 | 1995-02-05  |              0
    4991905 |  27808.3278 | 1995-03-06  |              0
      86370 |  27798.5277 | 1994-12-06  |              0
    5929829 |  27783.6288 | 1995-02-21  |              0
     428358 |  27783.1680 | 1995-01-16  |              0
    4652866 |  27773.6055 | 1994-11-27  |              0
    3128548 |  27737.6544 | 1995-01-06  |              0
    2959360 |  27735.5388 | 1995-01-21  |              0
    4629830 |  27720.2900 | 1994-11-22  |              0
    5326851 |  27705.3696 | 1994-12-06  |              0
    4803843 |  27697.2480 | 1995-03-03  |              0
    2475140 |  27683.3520 | 1994-12-08  |              0
    3645665 |  27659.5830 | 1994-12-25  |              0
    5551169 |  27658.4805 | 1994-11-27  |              0
    2926531 |  27643.8150 | 1994-12-12  |              0
    4949857 |  27637.7325 | 1995-01-25  |              0
    4695136 |  27634.5622 | 1994-11-26  |              0
    2640612 |  27620.5950 | 1995-03-09  |              0
     842342 |  27616.1928 | 1994-12-19  |              0
    4564517 |  27594.4524 | 1995-02-18  |              0
    1288417 |  27593.1656 | 1995-01-27  |              0
    3057351 |  27565.4610 | 1995-01-17  |              0
     116450 |  27557.7900 | 1994-12-26  |              0
    2342721 |  27553.3192 | 1995-01-10  |              0
    3572547 |  27524.8008 | 1994-12-29  |              0
    1697985 |  27513.3747 | 1994-12-26  |              0
    3735015 |  27503.3664 | 1995-01-28  |              0
    5000231 |  27498.2400 | 1995-03-02  |              0
      21890 |  27496.0542 | 1995-01-25  |              0
    3448163 |  27483.8452 | 1995-01-25  |              0
    1175553 |  27475.4506 | 1995-01-31  |              0
    3494503 |  27473.3532 | 1994-12-27  |              0
    3089377 |  27469.9635 | 1995-02-10  |              0
    5877511 |  27464.6995 | 1995-02-13  |              0
     825543 |  27441.9160 | 1995-01-03  |              0
    5557699 |  27420.1657 | 1995-01-17  |              0
     471334 |  27383.1000 | 1994-12-31  |              0
    1852480 |  27375.5200 | 1995-01-17  |              0
    1336416 |  27371.5930 | 1995-02-14  |              0
    1791680 |  27359.2512 | 1995-03-14  |              0
    4488642 |  27346.7775 | 1995-03-03  |              0
    3051846 |  27324.3821 | 1995-01-24  |              0
    2772416 |  27314.8440 | 1994-12-10  |              0
    3819843 |  27299.8362 | 1995-01-15  |              0
    2391076 |  27297.6192 | 1994-12-12  |              0
    3161121 |  27274.7090 | 1995-02-10  |              0
    1700615 |  27263.6940 | 1995-02-16  |              0
    5146246 |  27259.0224 | 1995-01-20  |              0
    2570816 |  27257.4456 | 1995-03-04  |              0
    2404097 |  27256.9968 | 1994-12-07  |              0
    3817024 |  27255.9756 | 1994-12-19  |              0
    2566500 |  27233.8768 | 1995-01-23  |              0
    5555588 |  27187.3140 | 1995-02-06  |              0
    1486599 |  27179.6520 | 1994-11-23  |              0
      30182 |  27171.3536 | 1995-01-09  |              0
     439363 |  27166.0590 | 1995-01-03  |              0
    2071494 |  27150.1659 | 1994-12-11  |              0
    5308164 |  27138.0253 | 1994-12-11  |              0
    5951843 |  27127.9140 | 1995-02-14  |              0
    4310470 |  27116.7354 | 1995-01-23  |              0
    1758689 |  27108.9420 | 1995-01-02  |              0
    4004678 |  27090.0100 | 1994-12-30  |              0
    5303970 |  27077.5638 | 1994-12-12  |              0
    2430023 |  27076.5308 | 1995-01-08  |              0
     633248 |  27075.5600 | 1995-02-09  |              0
     634887 |  27068.8770 | 1995-02-01  |              0
    1151075 |  27052.2585 | 1995-02-01  |              0
    1147777 |  27044.8200 | 1995-01-03  |              0
    3948259 |  27037.0828 | 1995-01-08  |              0
    2766471 |  27036.9726 | 1994-12-26  |              0
    1905857 |  27017.4528 | 1994-12-27  |              0
     377699 |  27007.2000 | 1995-02-14  |              0
    4701088 |  27000.1440 | 1995-01-19  |              0
    3925122 |  26954.8618 | 1995-01-13  |              0
    5051041 |  26954.8200 | 1995-02-18  |              0
    5987140 |  26916.0580 | 1995-02-20  |              0
    2922087 |  26886.0100 | 1994-12-09  |              0
    1416389 |  26881.0752 | 1994-12-05  |              0
     885218 |  26873.6130 | 1994-12-24  |              0
     271936 |  26832.9880 | 1994-12-20  |              0
    3989990 |  26819.8400 | 1994-11-28  |              0
    3982212 |  26809.7032 | 1995-02-01  |              0
    5054306 |  26799.7962 | 1994-12-25  |              0
    5324961 |  26799.0048 | 1994-11-28  |              0
    3783686 |  26788.6510 | 1994-12-22  |              0
    3713956 |  26753.7600 | 1995-02-08  |              0
    5198245 |  26747.4240 | 1994-12-09  |              0
    3066949 |  26735.0710 | 1994-12-28  |              0
    4892515 |  26712.5656 | 1995-01-04  |              0
    4695489 |  26704.4736 | 1994-12-24  |              0
    4896929 |  26687.1969 | 1995-01-04  |              0
    4009603 |  26663.0320 | 1995-02-01  |              0
     561251 |  26659.6596 | 1995-02-26  |              0
    3290113 |  26658.7200 | 1994-12-23  |              0
    4146274 |  26657.0460 | 1994-11-30  |              0
    1299171 |  26650.8630 | 1995-01-13  |              0
    5113731 |  26628.0390 | 1995-03-02  |              0
     416034 |  26624.1276 | 1995-02-12  |              0
     469283 |  26572.2960 | 1994-12-30  |              0
    2399750 |  26551.5000 | 1994-11-27  |              0
    5470756 |  26545.5190 | 1994-12-12  |              0
    2852706 |  26512.0984 | 1994-12-13  |              0
    2256422 |  26509.8960 | 1994-12-22  |              0
    1509733 |  26498.3040 | 1995-03-14  |              0
    3990082 |  26495.8512 | 1994-12-08  |              0
    1162560 |  26492.7855 | 1995-01-24  |              0
    1861030 |  26456.1000 | 1994-12-11  |              0
    2065824 |  26419.1018 | 1994-11-30  |              0
    2731808 |  26406.5760 | 1995-01-20  |              0
    1593600 |  26390.9448 | 1995-01-18  |              0
    1875394 |  26382.5100 | 1995-02-15  |              0
    5496999 |  26316.7905 | 1994-12-11  |              0
    5841573 |  26291.9664 | 1994-12-15  |              0
    2484001 |  26271.5520 | 1994-12-10  |              0
    2437281 |  26263.8720 | 1995-01-31  |              0
    3008128 |  26262.9675 | 1995-03-09  |              0
    1524673 |  26239.6676 | 1995-02-26  |              0
    5250821 |  26233.3358 | 1995-02-21  |              0
     684448 |  26207.2200 | 1995-01-11  |              0
    5293632 |  26201.7315 | 1994-12-14  |              0
    2487520 |  26199.2820 | 1995-02-13  |              0
     341092 |  26194.4298 | 1995-01-16  |              0
    1951303 |  26185.3497 | 1994-12-10  |              0
     140705 |  26183.4240 | 1994-11-21  |              0
    2049669 |  26169.8400 | 1994-12-06  |              0
    3890016 |  26162.5878 | 1995-02-05  |              0
    4695265 |  26152.1766 | 1994-12-10  |              0
    2558087 |  26144.6808 | 1995-01-19  |              0
     484002 |  26139.7944 | 1994-12-12  |              0
    3099814 |  26127.9900 | 1994-12-28  |              0
    1373441 |  26126.3040 | 1995-02-03  |              0
     158785 |  26096.3242 | 1994-12-25  |              0
    3524837 |  26089.6800 | 1995-01-25  |              0
    1249127 |  26082.6876 | 1995-03-13  |              0
    3994336 |  26076.0773 | 1994-11-27  |              0
    3137029 |  26066.8800 | 1994-12-22  |              0
    2232709 |  26052.9280 | 1995-01-24  |              0
    3215236 |  26042.3436 | 1995-02-12  |              0
    1979073 |  26038.9776 | 1995-02-11  |              0
    2095622 |  26031.6672 | 1995-02-15  |              0
    1437765 |  25999.0205 | 1995-03-02  |              0
    3105188 |  25995.2670 | 1994-11-27  |              0
    4489570 |  25987.6890 | 1995-02-10  |              0
    3283943 |  25985.1790 | 1995-03-11  |              0
    1791648 |  25982.5475 | 1995-01-01  |              0
    3028386 |  25976.7921 | 1995-01-16  |              0
    1450534 |  25971.9519 | 1995-01-25  |              0
     148896 |  25960.7176 | 1994-12-17  |              0
     394658 |  25956.6762 | 1995-01-18  |              0
    4985697 |  25936.9740 | 1994-12-02  |              0
    3632452 |  25934.9376 | 1995-02-26  |              0
    2929988 |  25911.2880 | 1994-12-16  |              0
    5008898 |  25910.8556 | 1994-11-24  |              0
    1843845 |  25903.0296 | 1994-12-22  |              0
    3259457 |  25851.3354 | 1995-02-10  |              0
    2039362 |  25831.7280 | 1994-12-10  |              0
    5264834 |  25826.3775 | 1995-01-22  |              0
    4986372 |  25794.3076 | 1995-01-28  |              0
    3802436 |  25721.2800 | 1995-01-26  |              0
    5257252 |  25720.5780 | 1994-11-27  |              0
    1530599 |  25718.8750 | 1994-12-03  |              0
    5826021 |  25709.9260 | 1995-02-08  |              0
    5551943 |  25701.2340 | 1995-03-06  |              0
    1215975 |  25699.8560 | 1994-12-06  |              0
    2742118 |  25695.7064 | 1995-01-11  |              0
    3321477 |  25685.5536 | 1995-01-28  |              0
    1655651 |  25672.8475 | 1995-02-26  |              0
    3278560 |  25667.2824 | 1994-12-20  |              0
    5046309 |  25666.2051 | 1994-12-10  |              0
    1634854 |  25657.5240 | 1995-02-28  |              0
    1480165 |  25649.9880 | 1995-01-18  |              0
     993734 |  25648.3720 | 1994-12-26  |              0
     903074 |  25639.4160 | 1995-02-13  |              0
    2595297 |  25637.6043 | 1995-02-09  |              0
    2744550 |  25633.8600 | 1994-11-26  |              0
    3963203 |  25623.4160 | 1995-02-11  |              0
    2115490 |  25580.9875 | 1994-12-11  |              0
    3343013 |  25547.0292 | 1995-02-20  |              0
     825379 |  25537.0752 | 1995-02-17  |              0
    1598630 |  25530.2872 | 1994-12-07  |              0
    1087328 |  25527.3480 | 1995-02-20  |              0
     425541 |  25522.4340 | 1995-02-15  |              0
    4577733 |  25507.6900 | 1995-02-09  |              0
     970882 |  25503.8220 | 1994-12-29  |              0
    1765447 |  25502.4256 | 1994-12-08  |              0
    5470690 |  25491.3975 | 1995-01-16  |              0
    1756195 |  25485.6500 | 1994-12-15  |              0
    2346881 |  25483.3280 | 1995-01-27  |              0
    2935872 |  25462.8768 | 1994-12-31  |              0
    2699015 |  25462.2555 | 1994-12-29  |              0
    5779264 |  25451.8110 | 1994-12-02  |              0
    3193636 |  25423.5600 | 1994-12-29  |              0
    4050724 |  25352.4267 | 1994-12-09  |              0
    4724069 |  25343.8020 | 1995-01-13  |              0
    5252902 |  25340.9340 | 1995-01-21  |              0
     914307 |  25339.2720 | 1994-12-09  |              0
    1248486 |  25337.1618 | 1994-12-22  |              0
    5565669 |  25319.8848 | 1994-12-31  |              0
     738240 |  25311.4904 | 1995-01-23  |              0
     151780 |  25301.7660 | 1994-11-26  |              0
    4296133 |  25284.8736 | 1994-12-05  |              0
     229282 |  25270.3980 | 1995-02-20  |              0
    1375778 |  25246.8760 | 1994-12-16  |              0
    2965665 |  25238.0890 | 1995-01-13  |              0
    4268352 |  25219.0800 | 1994-12-30  |              0
    4924036 |  25211.9504 | 1994-12-30  |              0
    1751585 |  25196.2780 | 1995-01-07  |              0
    4921413 |  25190.1240 | 1994-12-23  |              0
     431746 |  25163.9325 | 1995-02-01  |              0
    5591808 |  25151.1064 | 1995-01-10  |              0
    3052897 |  25140.7975 | 1994-11-23  |              0
    4310113 |  25137.0474 | 1995-03-10  |              0
    5601056 |  25133.6190 | 1995-01-03  |              0
    5912899 |  25090.0050 | 1995-01-04  |              0
    5042048 |  25078.5032 | 1994-12-26  |              0
    4905604 |  25048.8400 | 1994-12-18  |              0
    2597381 |  25029.2592 | 1994-12-11  |              0
    1045283 |  25026.6984 | 1994-11-24  |              0
    3415169 |  25017.9684 | 1995-01-10  |              0
    2131809 |  25012.9440 | 1995-02-02  |              0
    3477415 |  24997.9464 | 1994-12-07  |              0
    3610657 |  24985.0510 | 1994-12-03  |              0
    4074756 |  24980.9760 | 1995-01-16  |              0
    4947973 |  24972.9296 | 1994-12-13  |              0
    4346530 |  24949.2257 | 1995-02-25  |              0
    2397153 |  24912.9540 | 1994-12-07  |              0
     929351 |  24906.7588 | 1995-02-12  |              0
    5147237 |  24897.2920 | 1995-02-21  |              0
    3218177 |  24893.5208 | 1995-03-07  |              0
    1233472 |  24875.2350 | 1995-01-28  |              0
    3525953 |  24863.0378 | 1995-01-23  |              0
    5535362 |  24840.0090 | 1995-02-06  |              0
    2519201 |  24815.5488 | 1994-12-06  |              0
     120231 |  24811.3008 | 1994-12-25  |              0
    3417254 |  24787.1646 | 1994-12-03  |              0
    5279335 |  24749.3862 | 1995-02-10  |              0
    3592261 |  24657.9872 | 1994-12-24  |              0
    3773313 |  24637.2000 | 1994-11-27  |              0
    1873191 |  24637.0040 | 1994-12-29  |              0
     398976 |  24632.5120 | 1995-01-19  |              0
    5019617 |  24599.6850 | 1995-01-27  |              0
    5450598 |  24597.7135 | 1995-01-28  |              0
    4760710 |  24591.0714 | 1995-02-04  |              0
    4841859 |  24587.1840 | 1994-11-27  |              0
    1722086 |  24580.4130 | 1995-01-27  |              0
    2181667 |  24578.5728 | 1995-01-10  |              0
    3010593 |  24575.2507 | 1995-02-17  |              0
      56608 |  24528.0960 | 1994-11-19  |              0
    5221990 |  24519.2000 | 1995-02-12  |              0
     832804 |  24499.9560 | 1995-02-17  |              0
    5797767 |  24463.0000 | 1995-01-18  |              0
    3041351 |  24441.8646 | 1995-01-15  |              0
    5787201 |  24438.8300 | 1994-11-19  |              0
    3650593 |  24432.6700 | 1994-12-24  |              0
    2754662 |  24426.6520 | 1995-01-24  |              0
     634628 |  24416.4270 | 1994-12-04  |              0
    5221281 |  24407.8800 | 1994-12-29  |              0
    5449735 |  24406.2336 | 1995-02-22  |              0
    3473060 |  24387.4224 | 1995-02-13  |              0
    3923330 |  24386.3112 | 1995-01-07  |              0
    1522113 |  24372.1248 | 1994-12-15  |              0
    2504677 |  24340.8958 | 1994-11-21  |              0
    4558086 |  24292.4266 | 1995-01-18  |              0
    3122436 |  24263.9572 | 1995-03-09  |              0
    3528391 |  24244.7232 | 1995-01-23  |              0
    1562343 |  24244.5555 | 1995-01-24  |              0
     149218 |  24239.9385 | 1995-01-15  |              0
    2919874 |  24216.8400 | 1994-11-27  |              0
    1776452 |  24190.8810 | 1994-12-19  |              0
      24709 |  24129.6480 | 1995-01-16  |              0
    1149793 |  24092.2489 | 1995-01-14  |              0
    1226245 |  24068.2500 | 1994-12-13  |              0
    2611207 |  24066.9000 | 1994-12-02  |              0
    2443589 |  24065.7660 | 1995-01-30  |              0
    3315746 |  24052.5000 | 1994-12-04  |              0
    3701030 |  24049.3980 | 1995-02-15  |              0
    5518915 |  24047.8475 | 1994-12-20  |              0
    3530146 |  24026.6208 | 1994-12-17  |              0
    4336834 |  23980.0500 | 1995-02-13  |              0
      10624 |  23977.2960 | 1994-12-21  |              0
    2086918 |  23970.1744 | 1994-11-29  |              0
    4380065 |  23961.4686 | 1994-11-30  |              0
    2667239 |  23952.9248 | 1995-01-09  |              0
    2215525 |  23950.5336 | 1995-02-02  |              0
    1985415 |  23937.1764 | 1994-12-10  |              0
